dataset_version,manifest_version,source,source_role,path,label,split,valid,related_group,sha256,perceptual_hash,width,height,image_format
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00036.png,eeYbBS,train,True,group-991221062102d329,1bbd2815723c0777e6642989326cb6823e2fd78e5d9c16f864d2c762aafb097a,e596997970d02c9b,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00037.png,KMr5WA,train,True,group-64ff1c06fdcdda94,b3e9d9bfac69f63c780833087bad981f0017412083ca98f5b3036aa7df7f61cf,8cfbe344a00fbc36,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00038.png,Cd2Y6a,validation,True,group-782db318893bfafa,dd0ddbfb719c292428822a111811ff16231531ccaac8bfb1da0f2e75a8f9a7c4,e3c99c362b0fc471,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00039.png,WH55PE,train,True,group-1b0f8dec77c1b89a,c12e2ccfa546e781d5f93d39fddca2b91639f267eee144ad5c0d975f20ac6799,b5bedd4340e8230f,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00040.png,LAWFKM,train,True,group-ec21903156982724,313a6a16c778276f0940a5ade3843ad16f47e39a6b3df8d4a6c7af538b700b0a,d94c83935ab3745c,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00041.png,XNM4QA,train,True,group-59d3dcd4bee80a3e,33eabd7a768a5d4dc0363b5860745bc6907440223e115babae56f09892abf8e2,e19c96637c0d0eb6,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00042.png,ELbWMd,train,True,group-2d62e0a0d1e07d11,7bde5fa4b287e7bc6b17802282b51bd3b34f4e18f822273cdffa56bbd97fa091,a383967e6b5934c2,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00043.png,KeAaeY,train,True,group-4e061b08590db636,222d88b45d93a89220bf20c3d9cd577e54f965451f5b6c09497bf27ab37b7603,d0c19f6e6393544d,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00044.png,5A2SeF,train,True,group-e96f72f5d286f258,8a619330fd4a57cc91a65b61cf5c03c54b3b2910abee099b7f021deef0071c14,bc63b19c6b89885e,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00045.png,HMa3TY,train,True,group-54ab61947a0d0ace,a80713cbf75e40893663a1eb4216dfdfee7ebc38f7455382c679d1c91ae55e89,9f7ce1a3acb46206,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00046.png,2d5FQ5,train,True,group-1a3194657ab5a71e,894cf32b7546a1ebd66172a4ad8f8deb9a2a4ffe7acac4c9ef2ce9ac8b541767,e3cc9c333e3784d0,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00047.png,84AQXE,train,True,group-468e7a14a7677fc3,de20f748050ab188f767ac83614d0538ae0fefca4fa491fd1d59e91dd2530742,af63989e23d16d24,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00048.png,7WPMWF,train,True,group-8f29830a1eeaa663,9f94c72c4443f60a655a14c111a5e1e10d42b2fdc3525b4f323aa7dd5f3b3141,ef0c90f366964c6c,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00049.png,K56GdH,validation,True,group-f1ad55a3f4e241d0,ec8b52e8cf0f8c2eaef219a4a517f08d3a44a8dd22f69a0131b91a8149fa8a84,83f6df49740f9064,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00050.png,QW54RH,validation,True,group-8b3820e491891023,2d6673e826d18c3f69a19600712134cd95a9fbfc4ca78f3ee67fc2a5bfaa2579,bb7bc1842607dc3c,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00051.png,3XNLdM,train,True,group-b6d981aaf07f5627,e14c4787a6490773bc62ae6db6a224420d4bed7ddafb2ba294a22f92abab706e,93a9e8561eae0b74,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00052.png,GdYBC5,train,True,group-9357bb7d7ea5a42e,ac3edf35325f555a8981b6dbdbbd25cd32c3e0658532fa7029a5caea358b1c58,a0b9e7463896357c,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00053.png,P2WHbP,validation,True,group-8610e64989fc42a3,47b596e29f89f499c6bcb472f02dc3be94e1a4c0d61c9c3891eaa8c5b796df93,8171de8e2de8e42d,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00054.png,YTZYXb,train,True,group-8d72c8f92ff97328,62a92c4bd6f197fad16c04425e9779f82dcb1f9020a462136f430ec10b3169bd,ab62e6940eb931cb,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00055.png,EKW3BB,train,True,group-ac36ee324f64817e,c73d99e8553838c7ecb6d4d7be0badeb0a7343b09b5e197bf1fe84a9f0620c25,9e46c3b9449d3d0e,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00056.png,drENPd,validation,True,group-5df76c3e4a516ab2,807e9b99ff6a0f497f27565939811c58b076cdcaed77caf1eeb72891241d7798,e5dc9a3276434c1d,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00057.png,r4WKY4,train,True,group-7502f5ea522d7117,199ccff7faa654af7f3a08ecb587f29bc67ce30b1de9ac4cc05a31990d604bba,f94b8cb436a2694b,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00058.png,2LaP4d,train,True,group-db9e9ff9db4f9738,b270af549248487a595dd58e0101d9eeb89c0aebdabffa687149ec087306c7f5,ea9dd467299a43e0,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00059.png,GMbFK2,train,True,group-f313791475e64558,b107b7a3a95877611b79ee9798a1651b55b2283cbfc1d38d39f7441ea79cf1c3,c859f6a60db5350e,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00060.png,BZWaEC,train,True,group-6bbeed5666cda1a9,859c1c8d1be9ecded06831bd0573e7975f54c9f71544b1a0b7cfd2cc5fae7c5d,93f18c8e32a3fc54,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00061.png,KQEddd,train,True,group-232f25f6570d254c,c7ad258a0e1ea1f0fa38a08252e9e6748259b1faa3d25a3cbf1820ccd66e6633,82dcfd23b803a7e8,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00062.png,AbNBBH,train,True,group-66fcce66a399f164,a533e18eca29bf76c78ea1b91f4350e9aed1f89135b7a8e164b432b07479ea1c,a4bedb417c32760c,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00063.png,BaCEAQ,train,True,group-04c93cd283c42c1b,958e0eb39d008f3906c523fd4d588b11226c6547beaf7c13e36ed12e2df64508,c3a4b47b4bf148a3,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00064.png,AF557d,train,True,group-981436fbaae1dd98,c7a2c2ef7ce653dafa0a301e274f254222b5b40c9a88a31de2321a6a559b2290,a54bd8b41e326e4d,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00065.png,drKCQE,train,True,group-e97837770e8a993c,034b822452bd1c9c0278b605aac97a8919b3041f6e6a667cfcf5c0309dd8a178,f39c87396c43962c,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00066.png,r4KbN4,validation,True,group-ae22bc449cd8ea30,7f21e7950416a90d0eba9ad644ab9543013f43b42428f2f548242106010c7cf5,f2858c7aa532339d,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00067.png,rTNGGX,train,True,group-86c4ac51d8f89b1e,ddc36e7f24b6d10a97c181bd5e008d7e1e164e379dcfa8fe79ba3fc4a703786d,ecdbc624193c1b6a,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00068.png,MSNTZP,train,True,group-db8791cd3c2f44ec,4a84cc6809a7c82cee5c46d1e4e61d75c816c7cc9ff86b9997282a6258bf4454,9314dce93b690397,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00069.png,7XM8YX,train,True,group-20f97e452f6bfd65,6086e44f5181eaa426e9f51ac6c94cef23fc1c76cdf980a0eb6fdc09328a72bc,aec2dcb9370b092e,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00070.png,FeC2ZF,train,True,group-7e16f06edf20b2f6,36579d9dd11f41946ede9b074305af44cfeacb9fbfc5530564041f51176d2035,e0118fee586c9673,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00071.png,6QeHR3,train,True,group-c8abb9b8489570b4,3e44a176e711045b3fe787c41c24331a2f89cfd5d6fb7b8427f3e65808752451,be89e077198e3c52,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00072.png,6EE5XA,train,True,group-6aaeddeabaee68d5,dc6932e357a82694f3aaddd39abf0b0c1b5c07cb7417a3e48e3112c2e346c64e,eb8cf04321f64b4b,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00073.png,QEY5R8,train,True,group-84bbf99bc2f1a0c5,05f2d34262dbc601770cd3c82b396dc1a8514568ac1763d34d8114f2c461a545,cdb4b249255a36ec,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00074.png,2c5TeP,train,True,group-54bcd37abc18020d,fb7eb2ee1c03cf5420de00fba960b2fccf4ca9a722e9beab7e552a886ba0f2f2,91e4ae3b5951534e,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00075.png,KSKdPK,train,True,group-7475a8280a371fa0,5a32028a22d2707c8a661ec6f094480ca93589e1ccfad18c962bf25377d2bb6b,89d2fe2f319c03a3,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00076.png,WTT46B,validation,True,group-d21d009526bc2383,a95b7b1764888becc6c96c581464df8b89d46415fa36de120df6fe373d9a631d,830efcd121f75e0c,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00077.png,GFaZRK,train,True,group-00bd720cb1d70e0d,e3e8806fc90bd19d1aac66ae2d7a0d941fa472d2581d89fe8c054f7c06c17fe7,c834b4cb47ebd1c1,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00078.png,SAQR74,train,True,group-cf37b12b9d48927f,ea307267c214576a8eaa4e411b7b7cb518d7d8a3debc79057dd41691db967f4f,a6b9d1463b440b7e,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00079.png,68Le3K,train,True,group-90d1bfc2570d7064,9e0d708a25f41cb04c6964a598d950b6ee88db6190eaa0b148d1ab6b407a8df2,d8b2a54e3acd5c31,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00080.png,E66RQb,train,True,group-26f85d8eea362079,c647c4880614b6d838caa62d72088b34509bb10cee357a6401752e9f3259e11b,a662bd9d61b4950b,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00081.png,4HPaaH,train,True,group-28b85667f52f3e37,967727e5c1eec935a807b97e9943f5679b077255e3e964eb8774f3fc7f3508db,d1868a61749b5cee,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00082.png,8BrrNe,train,True,group-0d0866bd48161ed2,a4f0edd9d9507eff3865caffa25edb12bebc0367a2ddf48ae9725199b00cfdfe,8ff4b01b4f54f106,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00083.png,BaaW6C,train,True,group-fac47642ac4bf150,64e9f831356cbb5aaa066e0d61ef44f8a3c88e7a0b87d622887f1bb099a9c41b,8664f49e0b7115bb,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00084.png,e74H83,train,True,group-0425642e46677d82,91da018149538e57f78eecf535a5fb152d03180416edd45dba59743d059fc451,f8bc9c4b650363a3,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00085.png,k77ETK,train,True,group-fd2abf3b744234f9,71343ff3234f606492993a6f26d9b0900aae456df45c91a67268e101714b20d1,8278bd85612b6bdc,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00086.png,68K2Kd,train,True,group-93e4100c1ea7c3aa,02cfb64c102e5854fdc933716a241af720479bdeff94db7e73f26c7273a3c883,b961ce16729ddca0,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00087.png,bRRLHC,train,True,group-fa520f0cab222f1e,c6aafb972727046a5005ed83844480d6327e0eaad9d57e83ffecf618eeb20bdf,be1ec1e10ba2649f,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00088.png,Ae7HTW,validation,True,group-5390294f748c2d4b,99c0f1bf08b08e627ca84ca91b7579059aab98922d48afb63fee9cdb0e6a4a21,c1f6bc0d633354cc,151,41,PNG
143bbe9d6e498ae523d890f7da88ca35c6e54df33961984a31e21823b03f331f,1,batch_0,development,data/batch_0/captcha_00089.png,SX7SaZ,train,True,group-8b758f22a2ca39e8,0b6403e850afac98e3237791d7381847e5a71b3333686a615fd20ae328653544,9cc9e12236565ebc,151,41,PNG
